:END_ID,:START_ID,:TYPE
Q3540887,Q18558098,subclass-of_DsoD
Q147778,Q18553609,subclass-of_DsoD
Q18557219,Q1132108,subclass-of_DsoD
Q1755122,Q27674869,subclass-of_DsoD
Q369157,Q18557715,subclass-of_DsoD
Q1758393,Q5325633,subclass-of_DsoD
Q3378593,Q460556,subclass-of_DsoD
Q159701,Q1426491,subclass-of_DsoD
Q11606722,Q18576,subclass-of_DsoD
Q1553850,Q3658380,subclass-of_DsoD
Q1779300,Q1526459,subclass-of_DsoD
Q28971,Q7434137,subclass-of_DsoD
Q7113244,Q2638851,subclass-of_DsoD
Q3055380,Q27677761,subclass-of_DsoD
Q18556008,Q18556606,subclass-of_DsoD
Q1483214,Q1712213,subclass-of_DsoD
Q3281254,Q7312488,subclass-of_DsoD
Q18556554,Q18557885,subclass-of_DsoD
Q23037762,Q18556424,subclass-of_DsoD
Q18556709,Q18553721,subclass-of_DsoD
Q689985,Q18556582,subclass-of_DsoD
Q21082498,Q219102,subclass-of_DsoD
Q3392853,Q18557244,subclass-of_DsoD
Q18556834,Q18553904,subclass-of_DsoD
Q389735,Q5437988,subclass-of_DsoD
Q18553646,Q18557217,subclass-of_DsoD
Q1698867,Q18557641,subclass-of_DsoD
Q5442760,Q18553818,subclass-of_DsoD
Q881811,Q6758201,subclass-of_DsoD
Q2555727,Q5090449,subclass-of_DsoD
Q949302,Q1538490,subclass-of_DsoD
Q179630,Q18556361,subclass-of_DsoD
Q1506216,Q6160183,subclass-of_DsoD
Q18975658,Q18557900,subclass-of_DsoD
Q724714,Q3899850,subclass-of_DsoD
Q3043268,Q18556177,subclass-of_DsoD
Q18554026,Q22443782,subclass-of_DsoD
Q18555951,Q3540878,subclass-of_DsoD
Q651223,Q4690011,subclass-of_DsoD
Q4057496,Q18558057,subclass-of_DsoD
Q1409160,Q18557846,subclass-of_DsoD
Q675010,Q18553279,subclass-of_DsoD
Q175180,Q1052687,subclass-of_DsoD
Q18555946,Q18557805,subclass-of_DsoD
Q18553869,Q18557713,subclass-of_DsoD
Q18556472,Q783903,subclass-of_DsoD
Q18553310,Q638729,subclass-of_DsoD
Q727096,Q427118,subclass-of_DsoD
Q18553943,Q27677734,subclass-of_DsoD
Q147362,Q18555251,subclass-of_DsoD
Q18554429,Q18558017,subclass-of_DsoD
Q4057495,Q13452408,subclass-of_DsoD
Q18553662,Q7632441,subclass-of_DsoD
Q18556832,Q18556228,subclass-of_DsoD
Q5062122,Q18553504,subclass-of_DsoD
Q16244733,Q6057481,subclass-of_DsoD
Q1076087,Q28816799,subclass-of_DsoD
Q18556115,Q18554700,subclass-of_DsoD
Q550455,Q3508706,subclass-of_DsoD
Q18554074,Q21505505,subclass-of_DsoD
Q5376333,Q4925474,subclass-of_DsoD
Q1418735,Q2443552,subclass-of_DsoD
Q35869,Q18557174,subclass-of_DsoD
Q188297,Q18554451,subclass-of_DsoD
Q1690779,Q741208,subclass-of_DsoD
Q19000577,Q327298,subclass-of_DsoD
Q18556544,Q2619315,subclass-of_DsoD
Q484797,Q3045817,subclass-of_DsoD
Q692536,Q7204730,subclass-of_DsoD
Q192102,Q7200296,subclass-of_DsoD
Q1137767,Q28024764,subclass-of_DsoD
Q206901,Q382641,subclass-of_DsoD
Q18556059,Q5432932,subclass-of_DsoD
Q18967477,Q3044887,subclass-of_DsoD
Q847057,Q7900883,subclass-of_DsoD
Q18557307,Q18556041,subclass-of_DsoD
Q18553654,Q1634879,subclass-of_DsoD
Q12135,Q18554208,subclass-of_DsoD
Q1963588,Q18555399,subclass-of_DsoD
Q2300099,Q27677597,subclass-of_DsoD
Q18555274,Q18554370,subclass-of_DsoD
Q18553610,Q1436162,subclass-of_DsoD
Q223254,Q18554223,subclass-of_DsoD
Q16874615,Q5160435,subclass-of_DsoD
Q5325633,Q3705876,subclass-of_DsoD
Q16918398,Q28024610,subclass-of_DsoD
Q18556541,Q1725245,subclass-of_DsoD
Q1128595,Q18553781,subclass-of_DsoD
Q18555312,Q21124507,subclass-of_DsoD
Q1807522,Q23037758,subclass-of_DsoD
Q7200296,Q28065556,subclass-of_DsoD
Q153861,Q847583,subclass-of_DsoD
Q18555090,Q18557671,subclass-of_DsoD
Q3281322,Q1648128,subclass-of_DsoD
Q2739660,Q652744,subclass-of_DsoD
Q134003,Q1143025,subclass-of_DsoD
Q899726,Q1827425,subclass-of_DsoD
Q1570013,Q19000661,subclass-of_DsoD
Q166102,Q18556818,subclass-of_DsoD
Q18553736,Q18553226,subclass-of_DsoD
Q273510,Q18557276,subclass-of_DsoD
Q1572384,Q21097860,subclass-of_DsoD
Q1035645,Q17144153,subclass-of_DsoD
Q18554220,Q4365211,subclass-of_DsoD
Q935710,Q18555165,subclass-of_DsoD
Q18555315,Q584265,subclass-of_DsoD
Q935710,Q18928476,subclass-of_DsoD
Q18553247,Q18556612,subclass-of_DsoD
Q18553611,Q18554170,subclass-of_DsoD
Q18556448,Q2027937,subclass-of_DsoD
Q18553438,Q23037767,subclass-of_DsoD
Q7573995,Q18553681,subclass-of_DsoD
Q2038371,Q18557115,subclass-of_DsoD
Q650766,Q18554962,subclass-of_DsoD
Q18553930,Q18554509,subclass-of_DsoD
Q18553439,Q18556717,subclass-of_DsoD
Q2555727,Q18555236,subclass-of_DsoD
Q18553248,Q18555289,subclass-of_DsoD
Q949302,Q1424612,subclass-of_DsoD
Q18553440,Q18553243,subclass-of_DsoD
Q2988775,Q18554476,subclass-of_DsoD
Q1690779,Q18557346,subclass-of_DsoD
Q23037762,Q18558069,subclass-of_DsoD
Q18556087,Q21154076,subclass-of_DsoD
Q461854,Q18557066,subclass-of_DsoD
Q2619091,Q28024753,subclass-of_DsoD
Q1790424,Q18553804,subclass-of_DsoD
Q221472,Q1129007,subclass-of_DsoD
Q585285,Q2346415,subclass-of_DsoD
Q7113244,Q5375191,subclass-of_DsoD
Q33525,Q1757915,subclass-of_DsoD
Q3281259,Q1947298,subclass-of_DsoD
Q2351083,Q18554425,subclass-of_DsoD
Q283656,Q2870197,subclass-of_DsoD
Q861028,Q28024662,subclass-of_DsoD
Q7256482,Q24975508,subclass-of_DsoD
Q7632070,Q18556704,subclass-of_DsoD
Q18556378,Q18967368,subclass-of_DsoD
Q18553402,Q1127417,subclass-of_DsoD
Q192102,Q18557642,subclass-of_DsoD
Q830308,Q18553372,subclass-of_DsoD
Q179630,Q18554273,subclass-of_DsoD
Q18558122,Q1147596,subclass-of_DsoD
Q356033,Q5064103,subclass-of_DsoD
Q16908143,Q18555392,subclass-of_DsoD
Q18554047,Q18556822,subclass-of_DsoD
Q18553247,Q18556711,subclass-of_DsoD
Q18556328,Q18557876,subclass-of_DsoD
Q18556045,Q1266519,subclass-of_DsoD
Q5526839,Q4737958,subclass-of_DsoD
Q2736268,Q1671412,subclass-of_DsoD
Q28065591,Q18556877,subclass-of_DsoD
Q18554827,Q27164461,subclass-of_DsoD
Q268667,Q18557197,subclass-of_DsoD
Q7860879,Q6152510,subclass-of_DsoD
Q10860654,Q18556715,subclass-of_DsoD
Q689985,Q18558069,subclass-of_DsoD
Q200741,Q27674870,subclass-of_DsoD
Q18555947,Q18555009,subclass-of_DsoD
Q10832211,Q529292,subclass-of_DsoD
Q826522,Q3765145,subclass-of_DsoD
Q18553331,Q18557726,subclass-of_DsoD
Q18555951,Q18553286,subclass-of_DsoD
Q18556090,Q23037795,subclass-of_DsoD
Q179945,Q18557360,subclass-of_DsoD
Q1737261,Q620760,subclass-of_DsoD
Q2031424,Q18556274,subclass-of_DsoD
Q18555244,Q12656487,subclass-of_DsoD
Q5156409,Q18556534,subclass-of_DsoD
Q18553667,Q816798,subclass-of_DsoD
Q1543446,Q1034620,subclass-of_DsoD
Q1506216,Q659584,subclass-of_DsoD
Q18553438,Q28024661,subclass-of_DsoD
Q272741,Q2397106,subclass-of_DsoD
Q18556093,Q2046113,subclass-of_DsoD
Q18553646,Q18556585,subclass-of_DsoD
Q18553330,Q18556634,subclass-of_DsoD
Q2912193,Q18556956,subclass-of_DsoD
Q1755122,Q18556501,subclass-of_DsoD
Q1758393,Q749159,subclass-of_DsoD
Q18555943,Q18556203,subclass-of_DsoD
Q651223,Q9390463,subclass-of_DsoD
Q5062122,Q1052391,subclass-of_DsoD
Q1135124,Q1469646,subclass-of_DsoD
Q18554999,Q18556570,subclass-of_DsoD
Q18553662,Q1437472,subclass-of_DsoD
Q18553651,Q18556309,subclass-of_DsoD
Q18556412,Q2291208,subclass-of_DsoD
Q206901,Q18557616,subclass-of_DsoD
Q3368715,Q28024741,subclass-of_DsoD
Q18554938,Q7900436,subclass-of_DsoD
Q578994,Q18556022,subclass-of_DsoD
Q1122668,Q18558000,subclass-of_DsoD
Q18557098,Q1511436,subclass-of_DsoD
Q7900883,Q485831,subclass-of_DsoD
Q2561844,Q1585753,subclass-of_DsoD
Q18553310,Q18557170,subclass-of_DsoD
Q18553310,Q18556900,subclass-of_DsoD
Q3339235,Q18554869,subclass-of_DsoD
Q18556128,Q18553889,subclass-of_DsoD
Q12202,Q18554824,subclass-of_DsoD
Q18553247,Q1569702,subclass-of_DsoD
Q692536,Q18557852,subclass-of_DsoD
Q18554211,Q18556595,subclass-of_DsoD
Q182413,Q709360,subclass-of_DsoD
Q2661443,Q27164471,subclass-of_DsoD
Q18553310,Q18557326,subclass-of_DsoD
Q11835644,Q18557744,subclass-of_DsoD
Q3281254,Q18558126,subclass-of_DsoD
Q153356,Q18556015,subclass-of_DsoD
Q1364270,Q460937,subclass-of_DsoD
Q18556086,Q1124606,subclass-of_DsoD
Q18557371,Q4674171,subclass-of_DsoD
Q28065579,Q18553590,subclass-of_DsoD
Q1027995,Q744790,subclass-of_DsoD
Q35890,Q804521,subclass-of_DsoD
Q18555953,Q5959159,subclass-of_DsoD
Q18558220,Q18553270,subclass-of_DsoD
Q5201177,Q18556247,subclass-of_DsoD
Q7581954,Q18554889,subclass-of_DsoD
Q18556903,Q910455,subclass-of_DsoD
Q1411740,Q18553601,subclass-of_DsoD
Q18556212,Q18557567,subclass-of_DsoD
Q47912,Q18556981,subclass-of_DsoD
Q18557142,Q18554785,subclass-of_DsoD
Q4941552,Q6931138,subclass-of_DsoD
Q179630,Q2279175,subclass-of_DsoD
Q18554531,Q26492797,subclass-of_DsoD
Q3251367,Q18557449,subclass-of_DsoD
Q18553298,Q18554975,subclass-of_DsoD
Q18556127,Q623031,subclass-of_DsoD
Q21154082,Q27677581,subclass-of_DsoD
Q33525,Q18556574,subclass-of_DsoD
Q3041498,Q18556839,subclass-of_DsoD
Q18554150,Q18554309,subclass-of_DsoD
Q1157761,Q18554030,subclass-of_DsoD
Q1898141,Q18554082,subclass-of_DsoD
Q21154082,Q624748,subclass-of_DsoD
Q179951,Q18968026,subclass-of_DsoD
Q18558209,Q18553540,subclass-of_DsoD
Q618622,Q3508669,subclass-of_DsoD
Q5518905,Q18556130,subclass-of_DsoD
Q18555088,Q18555269,subclass-of_DsoD
Q18553439,Q18556022,subclass-of_DsoD
Q21082523,Q18554095,subclass-of_DsoD
Q539681,Q18554115,subclass-of_DsoD
Q1641132,Q3501283,subclass-of_DsoD
Q3042106,Q18556176,subclass-of_DsoD
Q133696,Q18556121,subclass-of_DsoD
Q1504713,Q18557169,subclass-of_DsoD
Q18553360,Q14375936,subclass-of_DsoD
Q18556231,Q5160431,subclass-of_DsoD
Q18553439,Q18553587,subclass-of_DsoD
Q1433212,Q18553279,subclass-of_DsoD
Q33525,Q2517861,subclass-of_DsoD
Q584265,Q3155580,subclass-of_DsoD
Q3667186,Q4682245,subclass-of_DsoD
Q7256482,Q18556778,subclass-of_DsoD
Q5196687,Q18556023,subclass-of_DsoD
Q205764,Q2622714,subclass-of_DsoD
Q2988775,Q18554913,subclass-of_DsoD
Q681817,Q761496,subclass-of_DsoD
Q18553699,Q18557649,subclass-of_DsoD
Q6742925,Q18556008,subclass-of_DsoD
Q18557008,Q2075261,subclass-of_DsoD
Q18592,Q18556604,subclass-of_DsoD
Q22030617,Q186676,subclass-of_DsoD
Q12135,Q18553335,subclass-of_DsoD
Q179630,Q18557750,subclass-of_DsoD
Q30953,Q18558049,subclass-of_DsoD
Q1737261,Q2090167,subclass-of_DsoD
Q18554999,Q27674960,subclass-of_DsoD
Q7632070,Q27677692,subclass-of_DsoD
Q18556326,Q27677729,subclass-of_DsoD
Q208414,Q378183,subclass-of_DsoD
Q1088163,Q18556674,subclass-of_DsoD
Q18556176,Q18556668,subclass-of_DsoD
Q18553032,Q18555337,subclass-of_DsoD
Q18553310,Q18554993,subclass-of_DsoD
Q18556055,Q18553625,subclass-of_DsoD
Q18557477,Q21082500,subclass-of_DsoD
Q847057,Q18554972,subclass-of_DsoD
Q18553643,Q5432941,subclass-of_DsoD
Q929737,Q18556988,subclass-of_DsoD
Q18555918,Q18554070,subclass-of_DsoD
Q3281322,Q18554829,subclass-of_DsoD
Q18554734,Q18554478,subclass-of_DsoD
Q18553309,Q4000421,subclass-of_DsoD
Q18557099,Q18553822,subclass-of_DsoD
Q18555186,Q4682248,subclass-of_DsoD
Q18553646,Q5548621,subclass-of_DsoD
Q703961,Q21154080,subclass-of_DsoD
Q2165411,Q18554591,subclass-of_DsoD
Q18555943,Q1452604,subclass-of_DsoD
Q33525,Q3042104,subclass-of_DsoD
Q4826996,Q633859,subclass-of_DsoD
Q18553247,Q18557260,subclass-of_DsoD
Q556281,Q18555323,subclass-of_DsoD
Q1266890,Q1102300,subclass-of_DsoD
Q18553915,Q27674963,subclass-of_DsoD
Q18553650,Q18554059,subclass-of_DsoD
Q177190,Q1934513,subclass-of_DsoD
Q369157,Q17145626,subclass-of_DsoD
Q18557782,Q19000778,subclass-of_DsoD
Q4833719,Q27677616,subclass-of_DsoD
Q18558086,Q178190,subclass-of_DsoD
Q16501,Q18554580,subclass-of_DsoD
Q18556832,Q1518637,subclass-of_DsoD
Q7900616,Q3150711,subclass-of_DsoD
Q935710,Q18558238,subclass-of_DsoD
Q18553207,Q18558232,subclass-of_DsoD
Q18553580,Q18556334,subclass-of_DsoD
Q179630,Q1398913,subclass-of_DsoD
Q847057,Q18554007,subclass-of_DsoD
Q18556017,Q17067160,subclass-of_DsoD
Q3055380,Q18558028,subclass-of_DsoD
Q18553310,Q18554066,subclass-of_DsoD
Q1668089,Q883850,subclass-of_DsoD
Q684383,Q18555145,subclass-of_DsoD
Q18555946,Q18556395,subclass-of_DsoD
Q949302,Q7900422,subclass-of_DsoD
Q18556900,Q27677735,subclass-of_DsoD
Q18553439,Q18557529,subclass-of_DsoD
Q18555270,Q28024492,subclass-of_DsoD
Q1890194,Q1424509,subclass-of_DsoD
Q1049881,Q18558261,subclass-of_DsoD
Q356033,Q18556213,subclass-of_DsoD
Q18553425,Q18554319,subclass-of_DsoD
Q18556557,Q27674808,subclass-of_DsoD
Q2619091,Q27164465,subclass-of_DsoD
Q18556059,Q18556144,subclass-of_DsoD
Q18557904,Q18554916,subclass-of_DsoD
Q18558086,Q18556000,subclass-of_DsoD
Q18554657,Q18556431,subclass-of_DsoD
Q576349,Q545408,subclass-of_DsoD
Q1504713,Q2429620,subclass-of_DsoD
Q938205,Q1755568,subclass-of_DsoD
Q223911,Q18555163,subclass-of_DsoD
Q179630,Q303555,subclass-of_DsoD
Q18557176,Q1208654,subclass-of_DsoD
Q972514,Q18553999,subclass-of_DsoD
Q461854,Q18557427,subclass-of_DsoD
Q21082497,Q424242,subclass-of_DsoD
Q18556734,Q18557530,subclass-of_DsoD
Q5282510,Q207791,subclass-of_DsoD
Q127724,Q21097769,subclass-of_DsoD
Q4781026,Q167050,subclass-of_DsoD
Q18553423,Q4358039,subclass-of_DsoD
Q18556010,Q1419862,subclass-of_DsoD
Q18553440,Q2140729,subclass-of_DsoD
Q1269307,Q18557484,subclass-of_DsoD
Q353172,Q18556668,subclass-of_DsoD
Q18557550,Q18557567,subclass-of_DsoD
Q33525,Q1077603,subclass-of_DsoD
Q18555360,Q842428,subclass-of_DsoD
Q8277,Q18554310,subclass-of_DsoD
Q3041498,Q1423177,subclass-of_DsoD
Q2912193,Q21082501,subclass-of_DsoD
Q18554407,Q18556385,subclass-of_DsoD
Q1928978,Q18968123,subclass-of_DsoD
Q18553852,Q18556285,subclass-of_DsoD
Q18554657,Q18553760,subclass-of_DsoD
Q18556057,Q28024612,subclass-of_DsoD
Q6013981,Q18556640,subclass-of_DsoD
Q3281253,Q18557554,subclass-of_DsoD
Q1269307,Q18553778,subclass-of_DsoD
Q18555006,Q18556259,subclass-of_DsoD
Q223911,Q18558062,subclass-of_DsoD
Q18553228,Q18558200,subclass-of_DsoD
Q18553247,Q2435699,subclass-of_DsoD
Q199615,Q516562,subclass-of_DsoD
Q207855,Q18556910,subclass-of_DsoD
Q2084035,Q18557840,subclass-of_DsoD
Q372701,Q18556505,subclass-of_DsoD
Q7667895,Q5062123,subclass-of_DsoD
Q356033,Q18557433,subclass-of_DsoD
Q26492777,Q3804555,subclass-of_DsoD
Q18554893,Q18553222,subclass-of_DsoD
Q18553665,Q182155,subclass-of_DsoD
Q1476525,Q1718432,subclass-of_DsoD
Q18554524,Q18553276,subclass-of_DsoD
Q378183,Q1343645,subclass-of_DsoD
Q26695332,Q18553609,subclass-of_DsoD
Q1201835,Q771310,subclass-of_DsoD
Q8041560,Q18557573,subclass-of_DsoD
Q18558033,Q18558066,subclass-of_DsoD
Q18554894,Q1535394,subclass-of_DsoD
Q18557252,Q18553675,subclass-of_DsoD
Q32446,Q18554101,subclass-of_DsoD
Q4763273,Q28024608,subclass-of_DsoD
Q18975031,Q18557088,subclass-of_DsoD
Q8041560,Q18557401,subclass-of_DsoD
Q1628473,Q4915474,subclass-of_DsoD
Q5558486,Q23893414,subclass-of_DsoD
Q1209744,Q18558244,subclass-of_DsoD
Q18553646,Q495146,subclass-of_DsoD
Q5958765,Q18556310,subclass-of_DsoD
Q5506384,Q18556425,subclass-of_DsoD
Q18556900,Q848343,subclass-of_DsoD
Q203601,Q18556850,subclass-of_DsoD
Q3055380,Q1947307,subclass-of_DsoD
Q18965518,Q18554420,subclass-of_DsoD
Q1334408,Q4345763,subclass-of_DsoD
Q5334259,Q845224,subclass-of_DsoD
Q4667534,Q18557804,subclass-of_DsoD
Q18556200,Q28024496,subclass-of_DsoD
Q18553734,Q1939330,subclass-of_DsoD
Q7931125,Q1425185,subclass-of_DsoD
Q18553310,Q18554568,subclass-of_DsoD
Q2429620,Q18558268,subclass-of_DsoD
Q1928978,Q26492787,subclass-of_DsoD
Q28065591,Q18553841,subclass-of_DsoD
Q1364270,Q18556527,subclass-of_DsoD
Q18553361,Q21124514,subclass-of_DsoD
Q949302,Q4763279,subclass-of_DsoD
Q27429765,Q6742919,subclass-of_DsoD
Q1779300,Q840910,subclass-of_DsoD
Q16918398,Q27674799,subclass-of_DsoD
Q199615,Q18553481,subclass-of_DsoD
Q18557277,Q18554999,subclass-of_DsoD
Q7900883,Q1409081,subclass-of_DsoD
Q18557550,Q2869826,subclass-of_DsoD
Q3301664,Q4692280,subclass-of_DsoD
Q353172,Q18554454,subclass-of_DsoD
Q18553309,Q21124516,subclass-of_DsoD
Q220322,Q2739660,subclass-of_DsoD
Q1233526,Q19001174,subclass-of_DsoD
Q18554861,Q2613277,subclass-of_DsoD
Q4826996,Q18556363,subclass-of_DsoD
Q847057,Q7242093,subclass-of_DsoD
Q1266890,Q1127727,subclass-of_DsoD
Q2710164,Q18555311,subclass-of_DsoD
Q33525,Q28024599,subclass-of_DsoD
Q18556938,Q6839205,subclass-of_DsoD
Q3184856,Q27437077,subclass-of_DsoD
Q5282840,Q18553925,subclass-of_DsoD
Q6691991,Q11707850,subclass-of_DsoD
Q1698867,Q42982,subclass-of_DsoD
Q41861,Q18975566,subclass-of_DsoD
Q2988775,Q18553838,subclass-of_DsoD
Q18554625,Q2606101,subclass-of_DsoD
Q133696,Q21154073,subclass-of_DsoD
Q180614,Q18557114,subclass-of_DsoD
Q1504713,Q3896379,subclass-of_DsoD
Q18211693,Q3709312,subclass-of_DsoD
Q18553651,Q18556115,subclass-of_DsoD
Q19000661,Q18556216,subclass-of_DsoD
Q1811132,Q18554829,subclass-of_DsoD
Q3368715,Q6368059,subclass-of_DsoD
Q1418735,Q18558125,subclass-of_DsoD
Q949302,Q18553919,subclass-of_DsoD
Q1347256,Q3327495,subclass-of_DsoD
Q18556174,Q548070,subclass-of_DsoD
Q324464,Q18965518,subclass-of_DsoD
Q4826996,Q18965537,subclass-of_DsoD
Q5383708,Q15730829,subclass-of_DsoD
Q18556919,Q18553295,subclass-of_DsoD
Q18555328,Q1110590,subclass-of_DsoD
Q1049881,Q1550521,subclass-of_DsoD
Q21503282,Q27677600,subclass-of_DsoD
Q18553414,Q1495085,subclass-of_DsoD
Q2736268,Q18554620,subclass-of_DsoD
Q7204901,Q18557226,subclass-of_DsoD
Q727096,Q18558133,subclass-of_DsoD
Q18556019,Q2085267,subclass-of_DsoD
Q356033,Q18554655,subclass-of_DsoD
Q1620193,Q15051314,subclass-of_DsoD
Q18556834,Q16662567,subclass-of_DsoD
Q1928978,Q18553375,subclass-of_DsoD
Q911386,Q18553872,subclass-of_DsoD
Q18554331,Q18554202,subclass-of_DsoD
Q18556028,Q28024636,subclass-of_DsoD
Q18553652,Q18557586,subclass-of_DsoD
Q940874,Q18554530,subclass-of_DsoD
Q899726,Q2823517,subclass-of_DsoD
Q847057,Q19001120,subclass-of_DsoD
Q7113244,Q27164438,subclass-of_DsoD
Q18556800,Q9390284,subclass-of_DsoD
Q847057,Q2165663,subclass-of_DsoD
Q949302,Q4976847,subclass-of_DsoD
Q156050,Q18557996,subclass-of_DsoD
Q847057,Q20665791,subclass-of_DsoD
Q18553439,Q2456424,subclass-of_DsoD
Q2254511,Q28065566,subclass-of_DsoD
Q523893,Q27677625,subclass-of_DsoD
Q12174,Q18555001,subclass-of_DsoD
Q5518905,Q7758678,subclass-of_DsoD
Q223254,Q1321884,subclass-of_DsoD
Q7900883,Q18556042,subclass-of_DsoD
Q18553766,Q18557806,subclass-of_DsoD
Q18556536,Q18557255,subclass-of_DsoD
Q847057,Q1334408,subclass-of_DsoD
Q18975047,Q5160427,subclass-of_DsoD
Q18556530,Q18557119,subclass-of_DsoD
Q18558188,Q830265,subclass-of_DsoD
Q18555949,Q18553310,subclass-of_DsoD
Q18553298,Q2535470,subclass-of_DsoD
Q18556561,Q18557122,subclass-of_DsoD
Q3041498,Q18556356,subclass-of_DsoD
Q749409,Q21505524,subclass-of_DsoD
Q18556039,Q7931117,subclass-of_DsoD
Q18555295,Q27674833,subclass-of_DsoD
Q18553621,Q725345,subclass-of_DsoD
Q270673,Q18556148,subclass-of_DsoD
Q18554919,Q937818,subclass-of_DsoD
Q1504713,Q155098,subclass-of_DsoD
Q52844,Q18557542,subclass-of_DsoD
Q18555947,Q190564,subclass-of_DsoD
Q18556145,Q18556269,subclass-of_DsoD
Q18556113,Q6543199,subclass-of_DsoD
Q7578540,Q3726860,subclass-of_DsoD
Q3924862,Q18553987,subclass-of_DsoD
Q5521151,Q18554100,subclass-of_DsoD
Q18554536,Q18556642,subclass-of_DsoD
Q949302,Q4354267,subclass-of_DsoD
Q1963588,Q26492776,subclass-of_DsoD
Q221159,Q159701,subclass-of_DsoD
Q18557617,Q8027735,subclass-of_DsoD
Q3052614,Q208562,subclass-of_DsoD
Q170082,Q28065642,subclass-of_DsoD
Q1334408,Q18558262,subclass-of_DsoD
Q5062122,Q9002005,subclass-of_DsoD
Q1737261,Q18558259,subclass-of_DsoD
Q18554878,Q18554992,subclass-of_DsoD
Q18556110,Q18554118,subclass-of_DsoD
Q1690779,Q18558155,subclass-of_DsoD
Q681817,Q317158,subclass-of_DsoD
Q8041560,Q18554957,subclass-of_DsoD
Q18555315,Q18553373,subclass-of_DsoD
Q18557050,Q7165022,subclass-of_DsoD
Q18557393,Q344873,subclass-of_DsoD
Q179951,Q18553657,subclass-of_DsoD
Q18554992,Q18557187,subclass-of_DsoD
Q12152,Q18557064,subclass-of_DsoD
Q18555947,Q18557663,subclass-of_DsoD
Q12202,Q1238645,subclass-of_DsoD
Q18556204,Q18556598,subclass-of_DsoD
Q18553736,Q16526464,subclass-of_DsoD
Q757749,Q221472,subclass-of_DsoD
Q2017741,Q18556588,subclass-of_DsoD
Q18555055,Q632228,subclass-of_DsoD
Q4667534,Q18555999,subclass-of_DsoD
Q757838,Q6714500,subclass-of_DsoD
Q18558210,Q2059411,subclass-of_DsoD
Q1076389,Q18554185,subclass-of_DsoD
Q16957524,Q4742183,subclass-of_DsoD
Q3281322,Q124292,subclass-of_DsoD
Q179630,Q1017169,subclass-of_DsoD
Q4826996,Q18556909,subclass-of_DsoD
Q18553439,Q5251081,subclass-of_DsoD
Q1641132,Q415833,subclass-of_DsoD
Q1502312,Q27677745,subclass-of_DsoD
Q570197,Q18554914,subclass-of_DsoD
Q949302,Q18557748,subclass-of_DsoD
Q18558150,Q28024492,subclass-of_DsoD
Q7193408,Q2508462,subclass-of_DsoD
Q1418735,Q28024519,subclass-of_DsoD
Q12735648,Q856736,subclass-of_DsoD
Q6013986,Q618246,subclass-of_DsoD
Q18554657,Q18556310,subclass-of_DsoD
Q727096,Q1396345,subclass-of_DsoD
Q847057,Q7136145,subclass-of_DsoD
Q6673122,Q739221,subclass-of_DsoD
